,priop,UDD_KODE,kvotient,kvote,land,Campus,MAT_Niveau,MATGrade,ENG_Niveau,ENGGrade,DAN_Niveau,DANGrade,gender,ADGGRU,zip,residenceBeforeEnrolment,ageAtEnrolment,enrolID,startaar,startsn,Uddannelse,startramme,Ramme_kode,startstudordna,Studieordningskode,startfak,slutramme,slutsn,slutfak,NU,Norm tid,Norm+1 aar,statussn,udmeldsn,fradatosn,slutdatosn,stype,startMonth,yearOfEnrolment,EndSemester,SPV,1_T_atnBy,1_T_atpIn,1_NT_atnBy,1_NT_atpIn,1_El_atnBy,1_El_atpIn,1_Pr_atnBy,1_Pr_atpIn,2_T_atnBy,2_T_atpIn,2_NT_atnBy,2_NT_atpIn,2_El_atnBy,2_El_atpIn,2_Pr_atnBy,2_Pr_atpIn,3_T_atnBy,3_T_atpIn,3_NT_atnBy,3_NT_atpIn,3_El_atnBy,3_El_atpIn,3_Pr_atnBy,3_Pr_atpIn,4_T_atnBy,4_T_atpIn,4_NT_atnBy,4_NT_atpIn,4_El_atnBy,4_El_atpIn,4_Pr_atnBy,4_Pr_atpIn,5_T_atnBy,5_T_atpIn,5_NT_atnBy,5_NT_atpIn,5_El_atnBy,5_El_atpIn,5_Pr_atnBy,5_Pr_atpIn,6_T_atnBy,6_T_atpIn,6_NT_atnBy,6_NT_atpIn,6_El_atnBy,6_El_atpIn,6_Pr_atnBy,6_Pr_atpIn,7_T_atnBy,7_T_atpIn,7_NT_atnBy,7_NT_atpIn,7_El_atnBy,7_El_atpIn,7_Pr_atnBy,7_Pr_atpIn,8_T_atnBy,8_T_atpIn,8_NT_atnBy,8_NT_atpIn,8_El_atnBy,8_El_atpIn,8_Pr_atnBy,8_Pr_atpIn,9_T_atnBy,9_T_atpIn,9_NT_atnBy,9_NT_atpIn,9_El_atnBy,9_El_atpIn,9_Pr_atnBy,9_Pr_atpIn,10_T_atnBy,10_T_atpIn,10_NT_atnBy,10_NT_atpIn,10_El_atnBy,10_El_atpIn,10_Pr_atnBy,10_Pr_atpIn,1_El_nom,1_NT_nom,1_Pr_nom,1_T_nom,2_El_nom,2_NT_nom,2_Pr_nom,2_T_nom,3_El_nom,3_NT_nom,3_Pr_nom,3_T_nom,4_El_nom,4_NT_nom,4_Pr_nom,4_T_nom,5_El_nom,5_NT_nom,5_Pr_nom,5_T_nom,6_El_nom,6_NT_nom,6_Pr_nom,6_T_nom,1_El_mGPA,1_NT_mGPA,1_Pr_mGPA,1_T_mGPA,2_El_mGPA,2_NT_mGPA,2_Pr_mGPA,2_T_mGPA,3_El_mGPA,3_NT_mGPA,3_Pr_mGPA,3_T_mGPA,4_El_mGPA,4_NT_mGPA,4_Pr_mGPA,4_T_mGPA,5_El_mGPA,5_NT_mGPA,5_Pr_mGPA,5_T_mGPA,6_El_mGPA,6_NT_mGPA,6_Pr_mGPA,6_T_mGPA,7_El_mGPA,7_NT_mGPA,7_Pr_mGPA,7_T_mGPA,8_El_mGPA,8_NT_mGPA,8_Pr_mGPA,8_T_mGPA,9_El_mGPA,9_NT_mGPA,9_Pr_mGPA,9_T_mGPA,10_El_mGPA,10_NT_mGPA,10_Pr_mGPA,10_T_mGPA
324,1.prio,25315,2.6,1,Danmark,Kbh.,A,2,A,9.666666667,A,4.25,MÌ_nd,HTX,2660,Ì÷st for StorebÌ_l,22,1698,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Aktiv,afslutte,Afsluttet,01/09/2012,03/10/2016,bachelor,9,2012,10,BSc2010,0,0,0,0,0,0,5,15,10,15,15,15,0,0,15,10,15,10,20,5,0,0,15,10,20,15,25,5,0,0,40,25,25,5,30,10,0,0,40,15,25,10,40,15,0,0,40,0,25,5,45,5,0,0,40,15,45,20,45,0,0,0,55,35,45,0,45,0,0,0,75,20,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,4,3.5,2,NA,5.5,2.333333333,2,NA,5.5,2.2,-0.142857143,NA,3.666666667,1.833333333,0.375,NA,2.75,1.833333333,0.25,NA,4.2,1.571428571,0.230769231,NA,4.2,1.111111111,0.833333333,NA,4.2,1.7,0.833333333,NA,4.2,1.7,0.833333333
325,1.prio,25315,5.7,1,Danmark,Kbh.,B,5.5,B,6,A,5.5,MÌ_nd,HTX,2610,Ì÷st for StorebÌ_l,20,1811,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,29/06/2015,bachelor,9,2012,7,BSc2010,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,0,NA,7,10,6,NA,9.5,10,6,NA,9.5,9,5.666666667,NA,8.666666667,7.75,5.666666667,NA,8.666666667,8.6,6.375,NA,8.666666667,8.6,6.375,NA,8.666666667,8.6,6.375,NA,8.666666667,8.6,6.375,NA,8.666666667,8.6,6.375
326,1.prio,25315,5.7,1,Danmark,Kbh.,B,5.5,B,6,A,5.5,MÌ_nd,HTX,2610,Ì÷st for StorebÌ_l,20,449,2015,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,NJI80141,TEK-NAT,,,,7.KANDIDAT,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2015,22/06/2017,kandidat,9,2015,5,MSc2011,5,5,0,0,5,5,0,0,5,0,10,10,10,10,30,30,5,0,10,0,10,0,30,0,5,0,10,0,15,5,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,NA,0,0,10,NA,-0.25,11,10,NA,-0.25,11,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10,NA,-0.25,9.666666667,10
327,1.prio,25315,6,1,Danmark,Kbh.,B,3.333333333,A,9,A,6,Kvinder,STX,2300,Ì÷st for StorebÌ_l,20,1597,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2012,22/10/2014,bachelor,9,2012,6,BSc2010,0,0,0,0,0,0,0,5,0,15,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,NA,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
328,1.prio,25315,5.8,1,Danmark,Kbh.,B,6.25,A,6,A,5.75,MÌ_nd,STX,2100,Ì÷st for StorebÌ_l,22,1730,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,21/03/2016,bachelor,9,2012,9,BSc2010,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,40,10,0,0,55,15,35,10,45,5,0,0,75,20,40,5,45,0,0,0,75,0,45,5,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,7,12,4.333333333,NA,9.5,11,4.333333333,NA,9.5,6,3.5,NA,7,6.2,3.5,NA,7,6.333333333,2.333333333,NA,7,6.333333333,2.5,NA,7,6.333333333,1.916666667,NA,7,6.333333333,1.916666667,NA,7,6.333333333,1.916666667
329,1.prio,25315,5.5,1,Danmark,Kbh.,B,11,A,3.333333333,A,4.25,Kvinder,STX,2980,Ì÷st for StorebÌ_l,21,1812,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,29/06/2015,bachelor,9,2012,7,BSc2010,0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,7,12,3.333333333,NA,9.5,11,3.333333333,NA,9.5,10.66666667,4.166666667,NA,8.666666667,9,4.166666667,NA,8.666666667,9.6,4.5,NA,8.666666667,9.6,4.5,NA,8.666666667,9.6,4.5,NA,8.666666667,9.6,4.5,NA,8.666666667,9.6,4.5
330,1.prio,25315,3.5,1,Danmark,Kbh.,B,2,A,2,A,3.333333333,Kvinder,STX,2700,Ì÷st for StorebÌ_l,21,1501,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,30/11/2012,bachelor,9,2012,2,BSc2010,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.prio,26520,5.3,1,Danmark,Esbjerg,A,5.5,A,5,A,5.75,MÌ_nd,STX,6800,Sydjyl.til ÌÉrhus,21,1558,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,27/06/2013,bachelor,9,2012,3,BSc2010,0,5,0,10,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5
332,1.prio,26520,9.3,1,Bulgarien,Esbjerg,B,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,3.00E+08,Ikke oplyst,19,1496,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,15/10/2012,bachelor,9,2012,2,BSc2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1.prio,26520,4.1,1,Danmark,Esbjerg,B,2,B,2,NA,NA,MÌ_nd,STX,6700,Sydjyl.til ÌÉrhus,21,1631,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,2.Frafald > 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,30/06/2014,bachelor,9,2012,5,BSc2010,0,5,10,10,0,0,10,10,5,10,15,5,0,0,10,0,5,5,25,10,0,0,10,10,5,15,25,0,0,0,10,10,5,0,25,0,0,0,10,0,5,0,25,0,0,0,10,0,5,0,25,0,0,0,10,0,5,0,25,0,0,0,10,0,5,0,25,0,0,0,10,0,5,0,25,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,2,0,NA,4,2,0.666666667,NA,5.5,1,-0.75,NA,5.5,-1,-1,NA,5.5,-1,-1,NA,5.5,-1,-1,NA,5.5,-1,-1,NA,5.5,-1,-1,NA,5.5,-1,-1,NA,5.5,-1,-1
334,1.prio,26520,6.8,1,Danmark,Esbjerg,A,5,A,8,A,7,MÌ_nd,HTX,6862,Sydjyl.til ÌÉrhus,20,1546,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,DiplomingeniÌüruddannelsen Elektronik Esbjerg,Elektronik og IT,TEK-NAT,"3.Frafald, nyt SN",Norm Afb (nyt SN),Norm+ Afb (nyt SN),afbrudt,Afbrudt af den studerende,01/09/2012,25/02/2013,bachelor,9,2012,3,BSc2010,0,5,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0
335,1.prio,26520,8.4,1,Rum<be>nien,Esbjerg,A,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,3.00E+08,Ikke oplyst,19,1598,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2012,11/11/2014,bachelor,9,2012,6,BSc2010,5,5,5,10,0,0,10,10,5,10,15,10,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,5,0,15,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,7,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1,NA,7,7,-1
336,1.prio,26520,6.5,1,Danmark,Esbjerg,B,7,A,7,A,6.5,MÌ_nd,HTX,6700,Sydjyl.til ÌÉrhus,24,1503,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,06/12/2012,bachelor,9,2012,2,BSc2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1.prio,26520,11.9,1,Rum<be>nien,Esbjerg,A,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,3.00E+08,Ikke oplyst,19,450,2015,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,NJI80141,TEK-NAT,,,,7.KANDIDAT,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2015,26/06/2017,kandidat,9,2015,5,MSc2011,5,5,5,5,5,5,0,0,5,0,10,5,15,10,30,30,5,0,10,0,20,5,55,25,5,0,10,0,20,0,85,30,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,NA,2,0,7,7,3,9.5,7,7,3,10.33333333,7,7,3,10.25,7,7,3,10.25,7,7,3,10.25,7,7,3,10.25,7,7,3,10.25,7,7,3,10.25,7,7,3,10.25,7
338,1.prio,26520,11.9,1,Rum<be>nien,Esbjerg,A,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,3.00E+08,Ikke oplyst,19,1827,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,25/08/2015,bachelor,9,2012,8,BSc2010,5,5,10,10,0,0,10,10,15,10,15,5,0,0,10,0,20,5,25,10,0,0,20,10,35,15,30,5,0,0,35,15,40,5,40,10,0,0,50,15,45,5,45,5,0,0,70,20,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,10,NA,7,10,8,NA,8.5,11,8,NA,8.5,11.33333333,5.666666667,NA,8,10.25,5.142857143,NA,8,7.166666667,4.75,NA,8,7.166666667,4.75,NA,8,7.166666667,4.75,NA,8,7.166666667,4.75,NA,8,7.166666667,4.75
339,1.prio,26520,6.8,1,Rum<be>nien,Esbjerg,B,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,6700,Sydjyl.til ÌÉrhus,27,1651,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,2.Frafald > 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2012,11/11/2014,bachelor,9,2012,6,BSc2010,5,5,5,10,0,0,10,10,10,10,15,10,0,0,10,0,10,5,25,10,0,0,20,10,10,25,30,5,0,0,35,15,10,0,30,0,0,0,35,0,10,0,30,0,0,0,35,0,10,0,30,0,0,0,35,0,10,0,30,0,0,0,35,0,10,0,30,0,0,0,35,0,10,0,30,0,0,0,35,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,2,NA,3.5,10,4,NA,5.666666667,11,4,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778,NA,5.666666667,11.33333333,-0.777777778
340,1.prio,26520,8,1,Danmark,Esbjerg,A,11.33333333,B,7,A,7,MÌ_nd,HTX,7200,Sydjyl.til ÌÉrhus,21,553,2016,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,NJI80141,TEK-NAT,,,,7.KANDIDAT,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,09/02/2016,26/06/2017,kandidat,2,2016,3,MSc2011,5,5,5,0,15,5,30,0,5,0,5,0,15,0,85,55,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5,0,5,0,15,0,85,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,5.5,7,11,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5,5.5,7,11.33333333,3.5
341,1.prio,26520,8,1,Danmark,Esbjerg,A,11.33333333,B,7,A,7,MÌ_nd,HTX,7200,Sydjyl.til ÌÉrhus,21,1726,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,09/02/2016,bachelor,9,2012,9,BSc2010,5,5,5,10,0,0,10,10,15,10,15,10,0,0,10,0,15,5,25,10,0,0,20,10,30,20,30,5,0,0,35,15,30,10,30,10,0,0,50,15,30,15,45,15,0,0,70,20,40,10,45,0,0,0,70,0,45,5,45,0,0,0,70,0,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,7,NA,3.5,10,7,NA,5.666666667,11,7,NA,5.666666667,11.33333333,3.428571429,NA,4.25,10.25,2.111111111,NA,3.8,10.6,1.583333333,NA,3.8,10.6,2.2,NA,3.8,10.6,2.1875,NA,3.8,10.6,2.1875,NA,3.8,10.6,2.1875
342,2. <af>vrige,26520,9.5,1,Danmark,Esbjerg,A,7,A,8.666666667,A,8,MÌ_nd,HTX,6700,Sydjyl.til ÌÉrhus,22,1817,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2012,10/07/2015,bachelor,9,2012,8,BSc2010,5,5,10,10,0,0,10,10,15,10,15,5,0,0,10,0,20,5,25,10,0,0,20,10,35,15,30,5,0,0,35,15,40,5,40,10,0,0,50,15,45,5,45,5,0,0,70,20,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,45,0,45,0,0,0,70,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,10,NA,7,10,9.666666667,NA,9.5,10,9.666666667,NA,9.5,10,7.5,NA,9.666666667,10.5,7,NA,9.666666667,10.8,6.625,NA,9.666666667,10.8,6.625,NA,9.666666667,10.8,6.625,NA,9.666666667,10.8,6.625,NA,9.666666667,10.8,6.625
343,2. <af>vrige,26520,9.5,1,Danmark,Esbjerg,A,7,A,8.666666667,A,8,MÌ_nd,HTX,6700,Sydjyl.til ÌÉrhus,22,451,2015,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,NJI80141,TEK-NAT,,,,7.KANDIDAT,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2015,26/06/2017,kandidat,9,2015,5,MSc2011,5,5,5,5,5,5,0,0,5,0,10,5,15,10,30,30,5,0,10,0,20,5,55,25,5,0,10,0,20,0,85,30,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5,0,10,0,20,0,85,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,NA,10,0,7,12,8.5,9.5,7,12,8.5,10.33333333,7,12,8.5,10.75,7,12,8.5,10.75,7,12,8.5,10.75,7,12,8.5,10.75,7,12,8.5,10.75,7,12,8.5,10.75,7,12,8.5,10.75,7
344,1.prio,26520,9.7,1,Danmark,Esbjerg,B,10.66666667,A,8.5,A,6,Kvinder,HHX,6700,Sydjyl.til ÌÉrhus,21,1498,2012,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2012,19/11/2012,bachelor,9,2012,2,BSc2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
